timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-21T01:55:44,codecarbon,2a291df1-b214-4816-b74b-e16b45b12d02,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1154.8942524082959,0.029682069553722937,2.5701114618786135e-05,21.569153971741184,191.33054966445218,70.0,0.00668971383422309,0.06136826742792323,0.021692408960711004,0.08975039022285734,0.0,Italy,ITA,lazio,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.14,3.2.0,28,Intel(R) Core(TM) i9-10940X CPU @ 3.30GHz,2,2 x NVIDIA RTX A6000,12.5127,41.8905,251.38640594482422,machine,N,1.0,0.0
