timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-25T13:19:22,codecarbon,67f8b539-5af6-47f8-949e-601c7b9bffe7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5299.845430147834,0.08802611339324123,1.660918503255025e-05,18.654116558188512,95.13711997827963,70.0,0.026544834869740314,0.14003761647443014,0.09958423263807777,0.2661666839822484,0.0,Italy,ITA,lazio,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.14,3.2.0,28,Intel(R) Core(TM) i9-10940X CPU @ 3.30GHz,1,2 x NVIDIA RTX A6000,12.5127,41.8905,251.38640594482422,machine,N,1.0,0.0
