timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-21T05:30:52,codecarbon,70908af4-5133-4d56-8b6a-ab53015c9665,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4563.463034891523,0.11717013018211506,2.5675704894780696e-05,20.69946262064596,191.8595570088361,70.0,0.025365969628000085,0.24319050677446796,0.0857336746691855,0.35429015107165335,0.0,Italy,ITA,lazio,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.14,3.2.0,28,Intel(R) Core(TM) i9-10940X CPU @ 3.30GHz,2,2 x NVIDIA RTX A6000,12.5127,41.8905,251.38640594482422,machine,N,1.0,0.0
