timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-01-19T01:03:14,codecarbon,f1d2ba46-4953-4b2e-8368-25eb14dae2e3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4046.9207543153316,0.06692013089137543,1.6536061601902343e-05,18.618971063033197,94.37233676586357,70.0,0.02022990447933099,0.10607293430271625,0.0760451764193493,0.20234801520139642,0.0,Italy,ITA,lazio,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.14,3.2.0,28,Intel(R) Core(TM) i9-10940X CPU @ 3.30GHz,1,2 x NVIDIA RTX A6000,12.5127,41.8905,251.38640594482422,machine,N,1.0,0.0
