timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-02-02T02:35:20,codecarbon,98ed8c07-6b49-4636-8ee8-02d9de860f93,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,36281.63790119812,0.595175078850704,1.6404305684089573e-05,16.794753714863848,94.7090072858443,70.0,0.16356066410638032,0.9543632632122296,0.6817213258901799,1.7996452532087879,0.0,Italy,ITA,lazio,,,Linux-5.15.0-139-generic-x86_64-with-glibc2.31,3.11.14,3.2.0,28,Intel(R) Core(TM) i9-10940X CPU @ 3.30GHz,1,2 x NVIDIA RTX A6000,12.5127,41.8905,251.38640594482422,machine,N,1.0,0.0
